Gauss,Error_Gauss,MC,Error_MC,FP,Error_FP
0.767962141954074,0.162335642069293,0.369061413166216,0.073580623274508,2.11131210612142,0.152945266745808
0.765404753938182,0.224023659981058,0.240990819228235,0.068190272922978,1.28552563176885,0.113192005812128
0.716958928152922,0.135040534601598,0.280740542456106,0.04954987691934,1.01028252987004,0.096615588022598
0.570084669171958,0.119736577938885,0.226392721979292,0.062293909423202,0.622105504407524,0.169047075010365
0.442308256823347,0.107255966219784,0.199635449904638,0.026643489223682,0.528330841217831,0.070901534496329
0.411605454641273,0.102280767365999,0.203411936637109,0.038999254280897,0.290964903156572,0.022733863925919
0.372165855240975,0.032893015790857,0.148172074789186,0.027099924503983,0.180719686840963,0.023758481560339
