Gauss,Error_Gauss,MC,Error_MC,FP,Error_FP
0.22837571132584,0.094341539189758,0.018269156342222,0.002254735539945,0.467250458332277,0.056480718155524
0.225990791142373,0.058884149350555,0.021130387081321,0.003359631816093,0.21640546559145,0.027754141895671
0.178206131153899,0.01476382060621,0.021085534279062,0.00539541371061,0.171664267235115,0.019507529708112
0.204267212316516,0.057950883867936,0.017757988066965,0.006274748209035,0.129687837556539,0.01364398215932
0.172734757475759,0.031022465256135,0.01972795722944,0.002999138338516,0.092482952589449,0.025024851634509
0.134177936995855,0.03133793877844,0.020876419760277,0.007831843251977,0.068946738549171,0.007218443843316
0.124342070942045,0.027147171308258,0.028645270123105,0.003744676676475,0.054841361803281,0.012707449703255
